Strength,Anchor,Label,Time,Room
-0.685315384615385,Ancre3,Trajectoire2,11,Salle2
-0.685314615384616,Ancre3,Trajectoire2,12,Salle2
-0.685315384615385,Ancre3,Trajectoire2,13,Salle2
-0.671328461538462,Ancre3,Trajectoire2,14,Salle2
-0.688810769230769,Ancre3,Trajectoire2,15,Salle2
-0.615385384615385,Ancre3,Trajectoire2,16,Salle2
-0.234431461538462,Ancre4,Trajectoire2,1,Salle2
-0.164833769230769,Ancre4,Trajectoire2,2,Salle2
-0.241757615384615,Ancre4,Trajectoire2,3,Salle2
-0.28205,Ancre4,Trajectoire2,4,Salle2
-0.300366923076923,Ancre4,Trajectoire2,5,Salle2
-0.263737076923077,Ancre4,Trajectoire2,6,Salle2
-0.315017846153846,Ancre4,Trajectoire2,7,Salle2
-0.391941538461539,Ancre4,Trajectoire2,8,Salle2
-0.51282,Ancre4,Trajectoire2,9,Salle2
-0.483515230769231,Ancre4,Trajectoire2,10,Salle2
-0.421244461538462,Ancre4,Trajectoire2,11,Salle2
-0.498167538461539,Ancre4,Trajectoire2,12,Salle2
-0.432233846153846,Ancre4,Trajectoire2,13,Salle2
-0.406592307692308,Ancre4,Trajectoire2,14,Salle2
-0.443223076923077,Ancre4,Trajectoire2,15,Salle2
-0.520146,Ancre4,Trajectoire2,16,Salle2
0.186323846153846,Ancre1,Trajectoire3,1,Salle2
0.182905923076923,Ancre1,Trajectoire3,2,Salle2
0.258118384615385,Ancre1,Trajectoire3,3,Salle2
0.179486923076923,Ancre1,Trajectoire3,4,Salle2
0.152136692307692,Ancre1,Trajectoire3,5,Salle2
0.158974076923077,Ancre1,Trajectoire3,6,Salle2
0.210256846153846,Ancre1,Trajectoire3,7,Salle2
0.261537923076923,Ancre1,Trajectoire3,8,Salle2
0.145297692307692,Ancre1,Trajectoire3,9,Salle2
0.141880769230769,Ancre1,Trajectoire3,10,Salle2
0.302564384615385,Ancre1,Trajectoire3,11,Salle2
0.254700769230769,Ancre1,Trajectoire3,12,Salle2
0.189742769230769,Ancre1,Trajectoire3,13,Salle2
0.162392615384615,Ancre1,Trajectoire3,14,Salle2
0.0837599230769231,Ancre1,Trajectoire3,15,Salle2
0.162392769230769,Ancre1,Trajectoire3,16,Salle2
0.506904538461539,Ancre2,Trajectoire3,1,Salle2
0.526628461538462,Ancre2,Trajectoire3,2,Salle2
0.479290769230769,Ancre2,Trajectoire3,3,Salle2
0.550296153846154,Ancre2,Trajectoire3,4,Salle2
0.641026923076923,Ancre2,Trajectoire3,5,Salle2
0.585799153846154,Ancre2,Trajectoire3,6,Salle2
0.609467692307693,Ancre2,Trajectoire3,7,Salle2
0.589743846153846,Ancre2,Trajectoire3,8,Salle2
0.47929,Ancre2,Trajectoire3,9,Salle2
0.435898230769231,Ancre2,Trajectoire3,10,Salle2
0.439842769230769,Ancre2,Trajectoire3,11,Salle2
0.396449769230769,Ancre2,Trajectoire3,12,Salle2
0.475345384615385,Ancre2,Trajectoire3,13,Salle2
0.570018692307692,Ancre2,Trajectoire3,14,Salle2
0.522683,Ancre2,Trajectoire3,15,Salle2
0.526627615384616,Ancre2,Trajectoire3,16,Salle2
-0.744756538461538,Ancre3,Trajectoire3,1,Salle2
-0.737763846153846,Ancre3,Trajectoire3,2,Salle2
-0.769231538461539,Ancre3,Trajectoire3,3,Salle2
-0.800699230769231,Ancre3,Trajectoire3,4,Salle2
-0.8007,Ancre3,Trajectoire3,5,Salle2
-0.786713846153846,Ancre3,Trajectoire3,6,Salle2
-0.902099230769231,Ancre3,Trajectoire3,7,Salle2
-0.849650769230769,Ancre3,Trajectoire3,8,Salle2
-0.884616923076923,Ancre3,Trajectoire3,9,Salle2
-0.863636923076923,Ancre3,Trajectoire3,10,Salle2
-0.919580769230769,Ancre3,Trajectoire3,11,Salle2
-0.853146923076923,Ancre3,Trajectoire3,12,Salle2
-0.874125384615385,Ancre3,Trajectoire3,13,Salle2
-0.923076923076923,Ancre3,Trajectoire3,14,Salle2
-0.807691538461538,Ancre3,Trajectoire3,15,Salle2
-0.86014,Ancre3,Trajectoire3,16,Salle2
-0.600733846153846,Ancre4,Trajectoire3,1,Salle2
-0.600733846153846,Ancre4,Trajectoire3,2,Salle2
-0.597070769230769,Ancre4,Trajectoire3,3,Salle2
-0.509158461538462,Ancre4,Trajectoire3,4,Salle2
-0.406593846153846,Ancre4,Trajectoire3,5,Salle2
-0.487180769230769,Ancre4,Trajectoire3,6,Salle2
-0.575091538461539,Ancre4,Trajectoire3,7,Salle2
-0.505495384615385,Ancre4,Trajectoire3,8,Salle2
-0.527473076923077,Ancre4,Trajectoire3,9,Salle2
-0.520146923076923,Ancre4,Trajectoire3,10,Salle2
-0.538461692307692,Ancre4,Trajectoire3,11,Salle2
-0.520146307692308,Ancre4,Trajectoire3,12,Salle2
-0.545787076923077,Ancre4,Trajectoire3,13,Salle2
-0.417582384615385,Ancre4,Trajectoire3,14,Salle2
-0.424908692307692,Ancre4,Trajectoire3,15,Salle2
-0.450548615384615,Ancre4,Trajectoire3,16,Salle2
-0.377777785714286,Ancre1,Trajectoire4,1,Salle2
-0.326984714285714,Ancre1,Trajectoire4,2,Salle2
-0.361904714285714,Ancre1,Trajectoire4,3,Salle2
-0.361904285714286,Ancre1,Trajectoire4,4,Salle2
-0.358728928571429,Ancre1,Trajectoire4,5,Salle2
-0.311110785714286,Ancre1,Trajectoire4,6,Salle2
-0.295237071428571,Ancre1,Trajectoire4,7,Salle2
-0.279364714285714,Ancre1,Trajectoire4,8,Salle2
-0.273015428571429,Ancre1,Trajectoire4,9,Salle2
-0.368254,Ancre1,Trajectoire4,10,Salle2
-0.326984357142857,Ancre1,Trajectoire4,11,Salle2
-0.257142285714286,Ancre1,Trajectoire4,12,Salle2
-0.260317285714286,Ancre1,Trajectoire4,13,Salle2
-0.253968642857143,Ancre1,Trajectoire4,14,Salle2
-0.384127,Ancre1,Trajectoire4,15,Salle2
-0.399999285714286,Ancre1,Trajectoire4,16,Salle2
-0.487180285714286,Ancre2,Trajectoire4,1,Salle2
-0.443223357142857,Ancre2,Trajectoire4,2,Salle2
-0.424908571428571,Ancre2,Trajectoire4,3,Salle2
-0.435897785714286,Ancre2,Trajectoire4,4,Salle2
-0.498170071428571,Ancre2,Trajectoire4,5,Salle2
-0.494504785714286,Ancre2,Trajectoire4,6,Salle2
-0.545786642857143,Ancre2,Trajectoire4,7,Salle2
-0.604395714285714,Ancre2,Trajectoire4,8,Salle2
-0.608058785714286,Ancre2,Trajectoire4,9,Salle2
-0.633699785714286,Ancre2,Trajectoire4,10,Salle2
-0.659341214285714,Ancre2,Trajectoire4,11,Salle2
-0.630037142857143,Ancre2,Trajectoire4,12,Salle2
-0.699634785714286,Ancre2,Trajectoire4,13,Salle2
-0.776557142857143,Ancre2,Trajectoire4,14,Salle2
-0.860807857142857,Ancre2,Trajectoire4,15,Salle2
-0.780218642857143,Ancre2,Trajectoire4,16,Salle2
0.159090142857143,Ancre3,Trajectoire4,1,Salle2
0.204545571428571,Ancre3,Trajectoire4,2,Salle2
0.165584214285714,Ancre3,Trajectoire4,3,Salle2
0.149349642857143,Ancre3,Trajectoire4,4,Salle2
0.178571928571429,Ancre3,Trajectoire4,5,Salle2
0.159091214285714,Ancre3,Trajectoire4,6,Salle2
0.159090642857143,Ancre3,Trajectoire4,7,Salle2
0.201297642857143,Ancre3,Trajectoire4,8,Salle2
0.178571357142857,Ancre3,Trajectoire4,9,Salle2
0.204544857142857,Ancre3,Trajectoire4,10,Salle2
0.269481285714286,Ancre3,Trajectoire4,11,Salle2
0.185065642857143,Ancre3,Trajectoire4,12,Salle2
0.214285142857143,Ancre3,Trajectoire4,13,Salle2
0.198052357142857,Ancre3,Trajectoire4,14,Salle2
0.181817071428571,Ancre3,Trajectoire4,15,Salle2
0.0876620714285714,Ancre3,Trajectoire4,16,Salle2
0.0544208571428572,Ancre4,Trajectoire4,1,Salle2
0.0136052857142857,Ancre4,Trajectoire4,2,Salle2
0.0544218571428571,Ancre4,Trajectoire4,3,Salle2
-0.0170067142857143,Ancre4,Trajectoire4,4,Salle2
0.0170065,Ancre4,Trajectoire4,5,Salle2
0.00680164285714286,Ancre4,Trajectoire4,6,Salle2
0.0170068571428571,Ancre4,Trajectoire4,7,Salle2
0.125850642857143,Ancre4,Trajectoire4,8,Salle2
0.0680277857142857,Ancre4,Trajectoire4,9,Salle2
0.0782318571428571,Ancre4,Trajectoire4,10,Salle2
0.0986395,Ancre4,Trajectoire4,11,Salle2
0.1326535,Ancre4,Trajectoire4,12,Salle2
0.0204077857142857,Ancre4,Trajectoire4,13,Salle2
0.0986392142857143,Ancre4,Trajectoire4,14,Salle2
0.0918363571428571,Ancre4,Trajectoire4,15,Salle2
0.122447642857143,Ancre4,Trajectoire4,16,Salle2
-0.340171615384615,Ancre1,Trajectoire5,1,Salle2
-0.235898461538462,Ancre1,Trajectoire5,2,Salle2
-0.347009384615385,Ancre1,Trajectoire5,3,Salle2
-0.3606845,Ancre1,Trajectoire5,4,Salle2
-0.358974615384615,Ancre1,Trajectoire5,5,Salle2
-0.382906307692308,Ancre1,Trajectoire5,6,Salle2
-0.417094153846154,Ancre1,Trajectoire5,7,Salle2
-0.415385153846154,Ancre1,Trajectoire5,8,Salle2
-0.391453192307692,Ancre1,Trajectoire5,9,Salle2
-0.430769230769231,Ancre1,Trajectoire5,10,Salle2
-0.376067769230769,Ancre1,Trajectoire5,11,Salle2
-0.391451692307692,Ancre1,Trajectoire5,12,Salle2
-0.328204307692308,Ancre1,Trajectoire5,13,Salle2
-0.294017076923077,Ancre1,Trajectoire5,14,Salle2
-0.336752730769231,Ancre1,Trajectoire5,15,Salle2
-0.381196576923077,Ancre1,Trajectoire5,16,Salle2
-0.583827269230769,Ancre2,Trajectoire5,1,Salle2
-0.548323423076923,Ancre2,Trajectoire5,2,Salle2
-0.558185730769231,Ancre2,Trajectoire5,3,Salle2
-0.694281576923077,Ancre2,Trajectoire5,4,Salle2
-0.658778192307692,Ancre2,Trajectoire5,5,Salle2
-0.664695769230769,Ancre2,Trajectoire5,6,Salle2
-0.731755769230769,Ancre2,Trajectoire5,7,Salle2
-0.642998846153846,Ancre2,Trajectoire5,8,Salle2
-0.737674230769231,Ancre2,Trajectoire5,9,Salle2
-0.704143076923077,Ancre2,Trajectoire5,10,Salle2
-0.698225,Ancre2,Trajectoire5,11,Salle2
-0.712032692307692,Ancre2,Trajectoire5,12,Salle2
-0.694280769230769,Ancre2,Trajectoire5,13,Salle2
-0.635109653846154,Ancre2,Trajectoire5,14,Salle2
-0.613413076923077,Ancre2,Trajectoire5,15,Salle2
-0.656805,Ancre2,Trajectoire5,16,Salle2
0.349651307692308,Ancre3,Trajectoire5,1,Salle2
0.396853346153846,Ancre3,Trajectoire5,2,Salle2
0.311189307692308,Ancre3,Trajectoire5,3,Salle2
0.435315076923077,Ancre3,Trajectoire5,4,Salle2
0.423077230769231,Ancre3,Trajectoire5,5,Salle2
0.382867653846154,Ancre3,Trajectoire5,6,Salle2
0.445804807692308,Ancre3,Trajectoire5,7,Salle2
0.354895807692308,Ancre3,Trajectoire5,8,Salle2
0.381119846153846,Ancre3,Trajectoire5,9,Salle2
0.396853769230769,Ancre3,Trajectoire5,10,Salle2
0.398601692307692,Ancre3,Trajectoire5,11,Salle2
0.445804192307692,Ancre3,Trajectoire5,12,Salle2
0.559441307692308,Ancre3,Trajectoire5,13,Salle2
0.526225038461539,Ancre3,Trajectoire5,14,Salle2
0.533217384615385,Ancre3,Trajectoire5,15,Salle2
0.508743038461538,Ancre3,Trajectoire5,16,Salle2
0.357142384615385,Ancre4,Trajectoire5,1,Salle2
0.326006923076923,Ancre4,Trajectoire5,2,Salle2
0.305861461538462,Ancre4,Trajectoire5,3,Salle2
0.349816807692308,Ancre4,Trajectoire5,4,Salle2
0.340659038461538,Ancre4,Trajectoire5,5,Salle2
0.340658807692308,Ancre4,Trajectoire5,6,Salle2
0.404761423076923,Ancre4,Trajectoire5,7,Salle2
0.446885269230769,Ancre4,Trajectoire5,8,Salle2
0.413918769230769,Ancre4,Trajectoire5,9,Salle2
0.402930269230769,Ancre4,Trajectoire5,10,Salle2
0.448717307692308,Ancre4,Trajectoire5,11,Salle2
0.463368846153846,Ancre4,Trajectoire5,12,Salle2
0.421243846153846,Ancre4,Trajectoire5,13,Salle2
0.468863076923077,Ancre4,Trajectoire5,14,Salle2
0.373625,Ancre4,Trajectoire5,15,Salle2
0.437728423076923,Ancre4,Trajectoire5,16,Salle2
-0.422222642857143,Ancre1,Trajectoire6,1,Salle2
-0.387301357142857,Ancre1,Trajectoire6,2,Salle2
-0.441269642857143,Ancre1,Trajectoire6,3,Salle2
-0.492063214285714,Ancre1,Trajectoire6,4,Salle2
-0.5015875,Ancre1,Trajectoire6,5,Salle2
-0.533334071428571,Ancre1,Trajectoire6,6,Salle2
-0.495239142857143,Ancre1,Trajectoire6,7,Salle2
-0.501587428571429,Ancre1,Trajectoire6,8,Salle2
-0.460318642857143,Ancre1,Trajectoire6,9,Salle2
-0.523811,Ancre1,Trajectoire6,10,Salle2
-0.577777857142857,Ancre1,Trajectoire6,11,Salle2
-0.561905,Ancre1,Trajectoire6,12,Salle2
-0.517460714285714,Ancre1,Trajectoire6,13,Salle2
-0.460318071428571,Ancre1,Trajectoire6,14,Salle2
-0.501586642857143,Ancre1,Trajectoire6,15,Salle2
-0.558730285714286,Ancre1,Trajectoire6,16,Salle2
-0.630037142857143,Ancre2,Trajectoire6,1,Salle2
-0.545789285714286,Ancre2,Trajectoire6,2,Salle2
-0.567765714285714,Ancre2,Trajectoire6,3,Salle2
-0.567765714285714,Ancre2,Trajectoire6,4,Salle2
-0.589743785714286,Ancre2,Trajectoire6,5,Salle2
-0.637363571428571,Ancre2,Trajectoire6,6,Salle2
-0.608059285714286,Ancre2,Trajectoire6,7,Salle2
-0.549450714285714,Ancre2,Trajectoire6,8,Salle2
-0.641026428571429,Ancre2,Trajectoire6,9,Salle2
-0.487179214285714,Ancre2,Trajectoire6,10,Salle2
-0.560440071428571,Ancre2,Trajectoire6,11,Salle2
-0.641026428571429,Ancre2,Trajectoire6,12,Salle2
-0.567763571428572,Ancre2,Trajectoire6,13,Salle2
-0.630037357142857,Ancre2,Trajectoire6,14,Salle2
-0.604396642857143,Ancre2,Trajectoire6,15,Salle2
-0.538461428571429,Ancre2,Trajectoire6,16,Salle2
0.149350642857143,Ancre3,Trajectoire6,1,Salle2
0.107142428571429,Ancre3,Trajectoire6,2,Salle2
0.139609785714286,Ancre3,Trajectoire6,3,Salle2
0.191559285714286,Ancre3,Trajectoire6,4,Salle2
0.0681815714285714,Ancre3,Trajectoire6,5,Salle2
0.165584642857143,Ancre3,Trajectoire6,6,Salle2
0.2402605,Ancre3,Trajectoire6,7,Salle2
0.198053,Ancre3,Trajectoire6,8,Salle2
0.129870642857143,Ancre3,Trajectoire6,9,Salle2
0.262987,Ancre3,Trajectoire6,10,Salle2
0.139610785714286,Ancre3,Trajectoire6,11,Salle2
0.217532928571429,Ancre3,Trajectoire6,12,Salle2
0.292208357142857,Ancre3,Trajectoire6,13,Salle2
0.347402428571429,Ancre3,Trajectoire6,14,Salle2
0.279220214285714,Ancre3,Trajectoire6,15,Salle2
0.292207,Ancre3,Trajectoire6,16,Salle2
0.625851428571429,Ancre4,Trajectoire6,1,Salle2
0.585032857142857,Ancre4,Trajectoire6,2,Salle2
0.588435,Ancre4,Trajectoire6,3,Salle2
0.547617857142857,Ancre4,Trajectoire6,4,Salle2
0.561223571428572,Ancre4,Trajectoire6,5,Salle2
0.588435,Ancre4,Trajectoire6,6,Salle2
0.513605,Ancre4,Trajectoire6,7,Salle2
0.534012857142857,Ancre4,Trajectoire6,8,Salle2
0.5034015,Ancre4,Trajectoire6,9,Salle2
0.530611428571429,Ancre4,Trajectoire6,10,Salle2
0.622447857142857,Ancre4,Trajectoire6,11,Salle2
0.588435714285714,Ancre4,Trajectoire6,12,Salle2
0.534013571428571,Ancre4,Trajectoire6,13,Salle2
0.517007142857143,Ancre4,Trajectoire6,14,Salle2
0.517005714285714,Ancre4,Trajectoire6,15,Salle2
0.4217685,Ancre4,Trajectoire6,16,Salle2
0.232323185185185,Ancre1,Trajectoire1,1,Salle3
0.247473074074074,Ancre1,Trajectoire1,2,Salle3
0.271043222222222,Ancre1,Trajectoire1,3,Salle3
0.346801518518519,Ancre1,Trajectoire1,4,Salle3
0.375420740740741,Ancre1,Trajectoire1,5,Salle3
0.311448222222222,Ancre1,Trajectoire1,6,Salle3
0.324916,Ancre1,Trajectoire1,7,Salle3
0.301347518518519,Ancre1,Trajectoire1,8,Salle3
0.340067703703704,Ancre1,Trajectoire1,9,Salle3
0.361953814814815,Ancre1,Trajectoire1,10,Salle3
0.338383888888889,Ancre1,Trajectoire1,11,Salle3
0.400674222222222,Ancre1,Trajectoire1,12,Salle3
0.429293777777778,Ancre1,Trajectoire1,13,Salle3
0.436027518518518,Ancre1,Trajectoire1,14,Salle3
0.424243185185185,Ancre1,Trajectoire1,15,Salle3
0.412457888888889,Ancre1,Trajectoire1,16,Salle3
0.000822518518518518,Ancre2,Trajectoire1,1,Salle3
-0.0139918148148148,Ancre2,Trajectoire1,2,Salle3
0.0814814074074074,Ancre2,Trajectoire1,3,Salle3
0.0288062962962963,Ancre2,Trajectoire1,4,Salle3
0.0847728518518518,Ancre2,Trajectoire1,5,Salle3
0.0485596666666667,Ancre2,Trajectoire1,6,Salle3
0.0436217407407407,Ancre2,Trajectoire1,7,Salle3
0.0699588888888889,Ancre2,Trajectoire1,8,Salle3
0.0304525185185185,Ancre2,Trajectoire1,9,Salle3
0.0683125185185185,Ancre2,Trajectoire1,10,Salle3
0.000823111111111113,Ancre2,Trajectoire1,11,Salle3
0.0864188888888889,Ancre2,Trajectoire1,12,Salle3
0.129218185185185,Ancre2,Trajectoire1,13,Salle3
0.0732501111111111,Ancre2,Trajectoire1,14,Salle3
0.117694851851852,Ancre2,Trajectoire1,15,Salle3
0.0962966296296296,Ancre2,Trajectoire1,16,Salle3
-0.446913740740741,Ancre3,Trajectoire1,1,Salle3
-0.527571740740741,Ancre3,Trajectoire1,2,Salle3
-0.532509851851852,Ancre3,Trajectoire1,3,Salle3
-0.529218407407408,Ancre3,Trajectoire1,4,Salle3
-0.57201562962963,Ancre3,Trajectoire1,5,Salle3
-0.516048407407407,Ancre3,Trajectoire1,6,Salle3
-0.572016296296296,Ancre3,Trajectoire1,7,Salle3
-0.669135814814815,Ancre3,Trajectoire1,8,Salle3
-0.616461,Ancre3,Trajectoire1,9,Salle3
-0.596707777777778,Ancre3,Trajectoire1,10,Salle3
-0.54897037037037,Ancre3,Trajectoire1,11,Salle3
-0.580247296296296,Ancre3,Trajectoire1,12,Salle3
-0.603291481481482,Ancre3,Trajectoire1,13,Salle3
-0.642797777777778,Ancre3,Trajectoire1,14,Salle3
-0.679011851851852,Ancre3,Trajectoire1,15,Salle3
-0.634567777777778,Ancre3,Trajectoire1,16,Salle3
-0.479904333333333,Ancre4,Trajectoire1,1,Salle3
-0.524033333333333,Ancre4,Trajectoire1,2,Salle3
-0.453111962962963,Ancre4,Trajectoire1,3,Salle3
-0.489361,Ancre4,Trajectoire1,4,Salle3
-0.519306037037037,Ancre4,Trajectoire1,5,Salle3
-0.478329,Ancre4,Trajectoire1,6,Salle3
-0.368005777777778,Ancre4,Trajectoire1,7,Salle3
-0.388494074074074,Ancre4,Trajectoire1,8,Salle3
-0.421591111111111,Ancre4,Trajectoire1,9,Salle3
-0.424743703703704,Ancre4,Trajectoire1,10,Salle3
-0.423167296296296,Ancre4,Trajectoire1,11,Salle3
-0.489360518518519,Ancre4,Trajectoire1,12,Salle3
-0.475176296296296,Ancre4,Trajectoire1,13,Salle3
-0.487784444444444,Ancre4,Trajectoire1,14,Salle3
-0.446807037037037,Ancre4,Trajectoire1,15,Salle3
-0.451535185185185,Ancre4,Trajectoire1,16,Salle3
0.178030166666667,Ancre1,Trajectoire2,1,Salle3
0.223485583333333,Ancre1,Trajectoire2,2,Salle3
0.212121333333333,Ancre1,Trajectoire2,3,Salle3
0.234848416666667,Ancre1,Trajectoire2,4,Salle3
0.147727833333333,Ancre1,Trajectoire2,5,Salle3
0.178030333333333,Ancre1,Trajectoire2,6,Salle3
0.215909583333333,Ancre1,Trajectoire2,7,Salle3
0.196969666666667,Ancre1,Trajectoire2,8,Salle3
0.227272666666667,Ancre1,Trajectoire2,9,Salle3
0.291667083333333,Ancre1,Trajectoire2,10,Salle3
0.329546166666667,Ancre1,Trajectoire2,11,Salle3
0.299242,Ancre1,Trajectoire2,12,Salle3
0.37878775,Ancre1,Trajectoire2,13,Salle3
0.356060166666667,Ancre1,Trajectoire2,14,Salle3
0.359848583333333,Ancre1,Trajectoire2,15,Salle3
0.405303916666667,Ancre1,Trajectoire2,16,Salle3
0.0629625833333333,Ancre2,Trajectoire2,1,Salle3
0.0777769166666667,Ancre2,Trajectoire2,2,Salle3
0.0703696666666667,Ancre2,Trajectoire2,3,Salle3
0.177776583333333,Ancre2,Trajectoire2,4,Salle3
0.0629633333333333,Ancre2,Trajectoire2,5,Salle3
0.13703725,Ancre2,Trajectoire2,6,Salle3
0.0888873333333333,Ancre2,Trajectoire2,7,Salle3
0.162961833333333,Ancre2,Trajectoire2,8,Salle3
0.177777666666667,Ancre2,Trajectoire2,9,Salle3
0.0185185,Ancre2,Trajectoire2,10,Salle3
0.118518333333333,Ancre2,Trajectoire2,11,Salle3
0.177776666666667,Ancre2,Trajectoire2,12,Salle3
0.200000083333333,Ancre2,Trajectoire2,13,Salle3
0.188888416666667,Ancre2,Trajectoire2,14,Salle3
0.0481484166666667,Ancre2,Trajectoire2,15,Salle3
0.092592,Ancre2,Trajectoire2,16,Salle3
-0.662964166666667,Ancre3,Trajectoire2,1,Salle3
-0.5518525,Ancre3,Trajectoire2,2,Salle3
-0.6518525,Ancre3,Trajectoire2,3,Salle3
-0.56296275,Ancre3,Trajectoire2,4,Salle3
-0.544443583333333,Ancre3,Trajectoire2,5,Salle3
-0.4925925,Ancre3,Trajectoire2,6,Salle3
-0.6370375,Ancre3,Trajectoire2,7,Salle3
-0.600000583333333,Ancre3,Trajectoire2,8,Salle3
-0.60740775,Ancre3,Trajectoire2,9,Salle3
-0.633332666666667,Ancre3,Trajectoire2,10,Salle3
-0.7222225,Ancre3,Trajectoire2,11,Salle3
-0.729629166666667,Ancre3,Trajectoire2,12,Salle3
-0.699998333333333,Ancre3,Trajectoire2,13,Salle3
-0.5777775,Ancre3,Trajectoire2,14,Salle3
-0.62962975,Ancre3,Trajectoire2,15,Salle3
-0.655555583333333,Ancre3,Trajectoire2,16,Salle3
-0.425530833333333,Ancre4,Trajectoire2,1,Salle3
-0.4609925,Ancre4,Trajectoire2,2,Salle3
-0.44326225,Ancre4,Trajectoire2,3,Salle3
-0.457446416666667,Ancre4,Trajectoire2,4,Salle3
-0.507091666666667,Ancre4,Trajectoire2,5,Salle3
-0.5567375,Ancre4,Trajectoire2,6,Salle3
-0.531915,Ancre4,Trajectoire2,7,Salle3
-0.585105833333333,Ancre4,Trajectoire2,8,Salle3
-0.574466666666667,Ancre4,Trajectoire2,9,Salle3
-0.499998333333333,Ancre4,Trajectoire2,10,Salle3
-0.47163,Ancre4,Trajectoire2,11,Salle3
-0.492906666666667,Ancre4,Trajectoire2,12,Salle3
-0.5106375,Ancre4,Trajectoire2,13,Salle3
-0.468084416666667,Ancre4,Trajectoire2,14,Salle3
-0.47872275,Ancre4,Trajectoire2,15,Salle3
-0.47872275,Ancre4,Trajectoire2,16,Salle3
0.31439325,Ancre1,Trajectoire3,1,Salle3
0.265151583333333,Ancre1,Trajectoire3,2,Salle3
0.306818333333333,Ancre1,Trajectoire3,3,Salle3
0.348485583333333,Ancre1,Trajectoire3,4,Salle3
0.37878825,Ancre1,Trajectoire3,5,Salle3
0.299243333333333,Ancre1,Trajectoire3,6,Salle3
0.325757583333333,Ancre1,Trajectoire3,7,Salle3
0.299242583333333,Ancre1,Trajectoire3,8,Salle3
0.215909666666667,Ancre1,Trajectoire3,9,Salle3
0.280303666666667,Ancre1,Trajectoire3,10,Salle3
0.276515416666667,Ancre1,Trajectoire3,11,Salle3
0.306818833333333,Ancre1,Trajectoire3,12,Salle3
0.227273333333333,Ancre1,Trajectoire3,13,Salle3
0.287879583333333,Ancre1,Trajectoire3,14,Salle3
0.30303075,Ancre1,Trajectoire3,15,Salle3
0.329547916666667,Ancre1,Trajectoire3,16,Salle3
0.2555545,Ancre2,Trajectoire3,1,Salle3
0.188889666666667,Ancre2,Trajectoire3,2,Salle3
0.240741,Ancre2,Trajectoire3,3,Salle3
0.303703,Ancre2,Trajectoire3,4,Salle3
0.392592833333333,Ancre2,Trajectoire3,5,Salle3
0.392592916666667,Ancre2,Trajectoire3,6,Salle3
0.348148083333333,Ancre2,Trajectoire3,7,Salle3
0.3666675,Ancre2,Trajectoire3,8,Salle3
0.399999166666667,Ancre2,Trajectoire3,9,Salle3
0.392592583333333,Ancre2,Trajectoire3,10,Salle3
0.248148916666667,Ancre2,Trajectoire3,11,Salle3
0.359258333333333,Ancre2,Trajectoire3,12,Salle3
0.396294833333333,Ancre2,Trajectoire3,13,Salle3
0.340740833333333,Ancre2,Trajectoire3,14,Salle3
0.325926083333333,Ancre2,Trajectoire3,15,Salle3
0.251851,Ancre2,Trajectoire3,16,Salle3
-0.670370333333333,Ancre3,Trajectoire3,1,Salle3
-0.69629625,Ancre3,Trajectoire3,2,Salle3
-0.711110833333333,Ancre3,Trajectoire3,3,Salle3
-0.751850833333333,Ancre3,Trajectoire3,4,Salle3
-0.685186666666667,Ancre3,Trajectoire3,5,Salle3
-0.692593333333333,Ancre3,Trajectoire3,6,Salle3
-0.72963,Ancre3,Trajectoire3,7,Salle3
-0.8481475,Ancre3,Trajectoire3,8,Salle3
-0.7444425,Ancre3,Trajectoire3,9,Salle3
-0.7666675,Ancre3,Trajectoire3,10,Salle3
-0.7666675,Ancre3,Trajectoire3,11,Salle3
-0.703704166666667,Ancre3,Trajectoire3,12,Salle3
-0.8222225,Ancre3,Trajectoire3,13,Salle3
-0.759259166666667,Ancre3,Trajectoire3,14,Salle3
-0.733334166666667,Ancre3,Trajectoire3,15,Salle3
-0.77037,Ancre3,Trajectoire3,16,Salle3
-0.407800833333333,Ancre4,Trajectoire3,1,Salle3
-0.43617,Ancre4,Trajectoire3,2,Salle3
-0.436171083333333,Ancre4,Trajectoire3,3,Salle3
-0.439715833333333,Ancre4,Trajectoire3,4,Salle3
-0.507091666666667,Ancre4,Trajectoire3,5,Salle3
-0.514183333333333,Ancre4,Trajectoire3,6,Salle3
-0.4964525,Ancre4,Trajectoire3,7,Salle3
-0.521275833333333,Ancre4,Trajectoire3,8,Salle3
-0.4822675,Ancre4,Trajectoire3,9,Salle3
-0.535459166666667,Ancre4,Trajectoire3,10,Salle3
-0.542551666666667,Ancre4,Trajectoire3,11,Salle3
-0.556736666666667,Ancre4,Trajectoire3,12,Salle3
-0.5602825,Ancre4,Trajectoire3,13,Salle3
-0.53546,Ancre4,Trajectoire3,14,Salle3
-0.58156,Ancre4,Trajectoire3,15,Salle3
-0.595744166666667,Ancre4,Trajectoire3,16,Salle3
-0.356643153846154,Ancre1,Trajectoire4,1,Salle3
-0.339162,Ancre1,Trajectoire4,2,Salle3
-0.524475384615385,Ancre1,Trajectoire4,3,Salle3
-0.576922615384615,Ancre1,Trajectoire4,4,Salle3
-0.527971538461538,Ancre1,Trajectoire4,5,Salle3
-0.527972384615385,Ancre1,Trajectoire4,6,Salle3
-0.419579692307692,Ancre1,Trajectoire4,7,Salle3
-0.517482692307692,Ancre1,Trajectoire4,8,Salle3
